Title,Carpet Area,Status,Floor,Price,Bathrooms,Transaction,Furnishing
3 BHK Apartment for Sale in Action Area 2 Kolkata,995 sqft,Poss. by Dec '26,10 out of 25,"₹
1.55 Cr",,Resale,Unfurnished
2 BHK Apartment for Sale in Dhakuria Kolkata,700 sqft,Ready to Move,1 out of 3,"₹
47 Lac",,,
"2 BHK Apartment for Sale in Supertech Complex, Bosepara Sukhsanatantala Kolkata",800 sqft,Ready to Move,2 out of 4,"₹
42 Lac",,,
"4 BHK Apartment for Sale in Anant Mani, Phool Bagan Kankurgachi Kolkata",N/A,Poss. by Dec '24,17 out of 31,"₹
3.75 Cr",,,
"5 BHK House for Sale in Haridevpur, Paschim Putiary Kolkata",N/A,Ready to Move,N/A,"₹
52 Lac",,Resale,
5 BHK Apartment for Sale in Nandi Bagan Salkia Kolkata,1800 sqft,Ready to Move,3 out of 7,"₹
1.10 Cr",,,
2 BHK Apartment for Sale in Patuli Kolkata,1000 sqft,Ready to Move,4 out of 4,"₹
90 Lac",,,
3 BHK Apartment for Sale in Alipore Kolkata,1800 sqft,Ready to Move,1 out of 4,"₹
3.25 Cr",,,
"3 BHK Apartment for Sale in Siddha Eden Lakeville, Barrackpore Trunk Road Kolkata",712 sqft,Ready to Move,10 out of 10,"₹
90 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Belgharia, Rathtala Kolkata",800 sqft,Ready to Move,3 out of 4,"₹
43 Lac",,,
"4 BHK Apartment for Sale in PS ONE10, New Town Kolkata",1510 sqft,Ready to Move,8 out of 20,"₹
2.85 Cr",,,
"3 BHK Apartment for Sale in Rittika Residency, Rajarhat Kolkata",756 sqft,Ready to Move,1 out of 6,"₹
42 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Dankuni Kolkata,1071 sqft,Ready to Move,2 out of 5,"₹
30 Lac",2,Resale,Unfurnished
2 BHK Builder Floor for Sale in Green Park Garia Kolkata,728 sqft,Ready to Move,3 out of 4,"₹
27 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Jagannath Apartment, Baguiati Kolkata",510 sqft,Ready to Move,3 out of 3,"₹
26 Lac",,,
"4 BHK Apartment for Sale in Ideal Enclave, Rajarhat Kolkata",N/A,Ready to Move,2 out of 7,"₹
1.39 Cr",,Resale,Unfurnished
3 BHK Apartment for Sale in Sodepur Kolkata,800 sqft,Ready to Move,4 out of 4,"₹
38 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Liluah Kolkata,1150 sqft,N/A,6 out of 6,"₹
75 Lac",,Resale,
2 BHK Apartment for Sale in Muchipara Kolkata,N/A,Ready to Move,4 out of 4,"₹
40 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in North Grande, Durga Nagar Kolkata",N/A,Ready to Move,4 out of 6,"₹
52 Lac",,,
"2 BHK Apartment for Sale in Bithika Apartment, Joka Kolkata",780 sqft,Ready to Move,2 out of 4,"₹
27.5 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Krishna Kunja, Rajpur Kolkata",N/A,Ready to Move,Ground out of 4,"₹
20 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Elita Garden Vista, Action Area 3 Kolkata",1955 sqft,Ready to Move,2 out of 28,"₹
1.20 Cr",,,
"2 BHK Apartment for Sale in Kasba Housing, Kasba Kolkata",N/A,Ready to Move,2 out of 3,"₹
36 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Calcutta Riverside, Maheshtala Kolkata",1137 sqft,Ready to Move,2 out of 5,"₹
72 Lac",,,
6 BHK House for Sale in Kalyani Kolkata,2000 sqft,Ready to Move,2 out of 3,"₹
1.40 Cr",,,
3 BHK House for Sale in Chinsurah Kolkata,950 sqft,Ready to Move,1 out of 1,"₹
30 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Kolkata,845 sqft,Ready to Move,3 out of 3,"₹
22 Lac",,,
2 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,650 sqft,Ready to Move,3 out of 3,"₹
26 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Picnic Garden, Tiljala Kolkata",700 sqft,Ready to Move,4 out of 5,"₹
60 Lac",2,Resale,Semi-Furnished
2 BHK Apartment for Sale in Raja Subodh Chandra Mallick Road Kolkata,600 sqft,Ready to Move,3 out of 4,"₹
30 Lac",,,
2 BHK Builder Floor for Sale in CIT More Kolkata,549 sqft,Ready to Move,2 out of 3,"₹
36 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in New Alipore Kolkata,1445 sqft,Ready to Move,3 out of 4,"₹
85 Lac",,,
"3 BHK Apartment for Sale in Purti Planet, Behala Kolkata",866 sqft,Ready to Move,4 out of 4,"₹
65 Lac",,,
"2 BHK Apartment for Sale in Bangur Avenue, Lake Town Kolkata",918 sqft,Ready to Move,4 out of 14,"₹
1.05 Cr",,,
2 BHK Apartment for Sale in Purba Sinthi Kolkata,600 sqft,Ready to Move,2 out of 6,"₹
37 Lac",,,
2 BHK Apartment for Sale in Baranagar Kolkata,527 sqft,Ready to Move,3 out of 4,"₹
17 Lac",,,
"2 BHK Apartment for Sale in Srinath Niket, Sonarpur Kolkata",627 sqft,Ready to Move,1 out of 4,"₹
33.8 Lac",,,
"3 BHK Apartment for Sale in Bengal Peerless Avidipta, Eastern Metropolitan Bypass Kolkata",1612 sqft,Ready to Move,17 out of 17,"₹
1.99 Cr",,,
"1 BHK Apartment for Sale in Merlin Aspire, New Town Kolkata",400 sqft,Ready to Move,4 out of 4,"₹
24 Lac",,,
"3 BHK Apartment for Sale in Adrija Apartment, Kamdahari Kolkata",902 sqft,Ready to Move,2 out of 3,"₹
75 Lac",,,
"3 BHK Apartment for Sale in Silpara, Purba Barisha Kolkata",1001 sqft,Ready to Move,3 out of 7,"₹
85 Lac",,,
2 BHK Builder Floor for Sale in Sector 3 Salt Lake City Kolkata,950 sqft,Ready to Move,1 out of 1,"₹
80 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in SN Roy Road Kolkata,1100 sqft,Ready to Move,3 out of 4,"₹
85 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Rabindrapally Garia Kolkata,784 sqft,Ready to Move,1 out of 3,"₹
35 Lac",,,
"2 BHK Apartment for Sale in Pressman Apartment, Tollygunge Kolkata",869 sqft,Ready to Move,6 out of 6,"₹
90 Lac",,,
3 BHK Apartment for Sale in Behala Kolkata,950 sqft,Ready to Move,2 out of 4,"₹
55 Lac",,,
2 BHK Builder Floor for Sale in Nayabad Kolkata,619 sqft,Ready to Move,4 out of 4,"₹
55 Lac",,,
3 BHK Apartment for Sale in Baguiati Kolkata,850 sqft,Ready to Move,1 out of 3,"₹
45 Lac",,,
2 BHK Apartment for Sale in Birati Kolkata,550 sqft,Ready to Move,Ground out of 3,"₹
25 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Ideal Abasan, Rajarhat Kolkata",743 sqft,Ready to Move,3 out of 5,"₹
40 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Chandralaya Apartment, Barrackpore Kolkata",750 sqft,Ready to Move,1 out of 6,"₹
30 Lac",,,
"3 BHK Apartment for Sale in Urbana, Anandapur Kolkata",N/A,Poss. by Dec '27,21 out of 40,"₹
4.90 Cr",,,
"3 BHK Villa for Sale in Aquaville, Amtala, Diamond Harbour Road Kolkata",1848 sqft,Ready to Move,N/A,"₹
1.15 Cr",,Resale,Unfurnished
3 BHK Apartment for Sale in Ruby Hospital Area Kolkata,N/A,Poss. by Dec '24,4 out of 40,"₹
4.20 Cr",,,
"3 BHK Apartment for Sale in Samadrita Housing Society, Sector 3 Salt Lake City Kolkata",N/A,Ready to Move,4 out of 4,"₹
75 Lac",,,
5 BHK House for Sale in Salt Lake City Kolkata,2000 sqft,Ready to Move,N/A,"₹
4.50 Cr",,Resale,Unfurnished
2 BHK Apartment for Sale in Dum Dum Kolkata,765 sqft,Ready to Move,4 out of 4,"₹
40 Lac",,,
"2 BHK Apartment for Sale in Orchard PH 2B at Godrej Se7en, Joka Kolkata",N/A,Ready to Move,11 out of 14,"₹
54 Lac",,,
3 BHK Apartment for Sale in Liluah Kolkata,N/A,Ready to Move,1 out of 4,"₹
60 Lac",,,
"2 BHK Apartment for Sale in Saptaparni Apartment, Ballygunge Kolkata",931 sqft,Ready to Move,7 out of 14,"₹
1.20 Cr",,,
"2 BHK Builder Floor for Sale in Jessore Heritage, Jessore Road Kolkata",720 sqft,Ready to Move,3 out of 5,"₹
59 Lac",,,
3 BHK Apartment for Sale in Heaven Plaza Kolkata,820 sqft,Ready to Move,4 out of 4,"₹
42 Lac",,,
"3 BHK Apartment for Sale in Godrej Seven, Joka Kolkata",955 sqft,Ready to Move,1 out of 13,"₹
75 Lac",,,
4 BHK Apartment for Sale in Behala Kolkata,N/A,N/A,1 out of 4,"₹
39.5 Lac",,Resale,
"3 BHK Villa for Sale in Srijan Nirvana, Eastern Metropolitan Bypass Kolkata",N/A,Ready to Move,N/A,"₹
93 Lac",,Resale,
"3 BHK Apartment for Sale in Greenfield City, Shibrampur, Shibrampur Mauza Kolkata",700 sqft,Ready to Move,4 out of 4,"₹
36 Lac",,,
"2 BHK Villa for Sale in Kolkata West, Salap Kolkata",1434 sqft,Ready to Move,N/A,"₹
50 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in PS The 102 , Joka Kolkata",637 sqft,Ready to Move,10 out of 18,"₹
62 Lac",,,
8 BHK House for Sale in Salt Lake City Kolkata,5525 sqft,Ready to Move,1 out of 3,"₹
2.90 Cr",,,
"2 BHK Apartment for Sale in Gokul Apartment, Andul Road Kolkata",N/A,Ready to Move,4 out of 5,"₹
47.3 Lac",,,
"3 BHK Apartment for Sale in Eden Ivory, Nayabad Kolkata",780 sqft,Ready to Move,4 out of 4,"₹
65 Lac",,,
"3 BHK Apartment for Sale in 4 Sight Model Town at Balia, Central Balia, Garia Kolkata",1150 sqft,Ready to Move,3 out of 4,"₹
1.22 Cr",,,
2 BHK Apartment for Sale in Jadavpur Kolkata,510 sqft,Ready to Move,3 out of 3,"₹
26 Lac",,Resale,Unfurnished
3 BHK House for Sale in Sonali Park Bansdroni Kolkata,1100 sqft,Ready to Move,Ground out of 1,"₹
36 Lac",,,
"3 BHK Apartment for Sale in Single Tower, Kasba Kolkata",1050 sqft,Ready to Move,3 out of 3,"₹
45 Lac",,,
2 BHK House for Sale in Chowbaga Kolkata,850 sqft,Ready to Move,1 out of 1,"₹
45 Lac",,Resale,Unfurnished
2 BHK Builder Floor for Sale in Nagerbazar Kolkata,680 sqft,Ready to Move,3 out of 3,"₹
31 Lac",,,
"1 BHK Builder Floor for Sale in Geetanjali Garden, Baruipur Kolkata",N/A,Ready to Move,3 out of 4,"₹
15.5 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Nayabad Kolkata,1012 sqft,Ready to Move,4 out of 4,"₹
68.5 Lac",,,
"3 BHK Apartment for Sale in Merlin Trinoyoni, Sarsuna Kolkata",N/A,Ready to Move,3 out of 6,"₹
40 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Sodepur Kolkata,550 sqft,Ready to Move,1 out of 4,"₹
20 Lac",,,
"2 BHK Apartment for Sale in Greenfield Oasis, Thakurpukur Kolkata",723 sqft,Ready to Move,3 out of 4,"₹
27 Lac",,,
"2 BHK Apartment for Sale in Atri Green Valley, Narendrapur Rajpur Sonarpur Kolkata",675 sqft,Ready to Move,1 out of 7,"₹
36 Lac",,,
"1 BHK Apartment for Sale in Eden Horizon, Fartabad, Garia Kolkata",410 sqft,Ready to Move,2 out of 4,"₹
32 Lac",,Resale,Furnished
"2 BHK Builder Floor for Sale in Silpara, Purba Barisha Kolkata",650 sqft,Ready to Move,3 out of 4,"₹
30 Lac",,,
"2 BHK Apartment for Sale in Balaka Apartment, Madhyamgram Kolkata",690 sqft,Ready to Move,4 out of 4,"₹
27 Lac",,,
"2 BHK Apartment for Sale in Aponaloy Phase II, Jessore Road Kolkata",N/A,Ready to Move,1 out of 4,"₹
27 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Kestopur Kolkata,750 sqft,Ready to Move,4 out of 4,"₹
42 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Purbalok, Mukundapur Kolkata",1104 sqft,Ready to Move,2 out of 3,"₹
75 Lac",,,
"2 BHK Apartment for Sale in Su Casa Royal, Narendrapur Rajpur Sonarpur Kolkata",678 sqft,Ready to Move,5 out of 10,"₹
60 Lac",,,
2 BHK Builder Floor for Sale in Kundu Bagan Kolkata,N/A,Ready to Move,2 out of 6,"₹
35 Lac",,Resale,Semi-Furnished
8 BHK House for Sale in Radhanagar Kolkata,1500 sqft,Ready to Move,Ground out of 4,"₹
3.20 Cr",,,
1 BHK Apartment for Sale in Kasba Kolkata,310 sqft,Ready to Move,3 out of 3,"₹
14 Lac",,,
2 BHK Apartment for Sale in Bikramgarh Kolkata,500 sqft,Ready to Move,1 out of 4,"₹
29 Lac",,,
"3 BHK Builder Floor for Sale in Bliss Tower, Behala Kolkata",791 sqft,Ready to Move,3 out of 4,"₹
65 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Mukundapur Kolkata,N/A,Ready to Move,3 out of 4,"₹
35 Lac",,,
"2 BHK Apartment for Sale in Bengal Peerless Avidipta Phase 2, Mukundapur Kolkata",593 sqft,Ready to Move,8 out of 29,"₹
1 Cr",,,
1 BHK Apartment for Sale in laketown block b Kolkata,N/A,Ready to Move,1 out of 4,"₹
28 Lac",1,Resale,Semi-Furnished
2 BHK House for Sale in Doctor Bagan Kolkata,N/A,Ready to Move,N/A,"₹
70 Lac",,Resale,
"2 BHK Apartment for Sale in Maa Tara Apartment, Vip Road Kolkata",400 sqft,Ready to Move,3 out of 4,"₹
15 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in DTC Southern Heights, Joka Kolkata",N/A,Ready to Move,4 out of 12,"₹
80 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Madhyamgram Kolkata,N/A,Ready to Move,1 out of 4,"₹
46 Lac",,Resale,Unfurnished
2 BHK Builder Floor for Sale in Bansdroni Kolkata,N/A,Ready to Move,1 out of 4,"₹
36 Lac",2,Resale,Unfurnished
"4 BHK Apartment for Sale in Merlin X, Tangra Kolkata",1500 sqft,Poss. by Sep '25,1 out of 24,"₹
3 Cr",,New Property,Unfurnished
2 BHK Apartment for Sale in Sarsuna Kolkata,710 sqft,Poss. by Dec '24,2 out of 4,"₹
27 Lac",,,
"3 BHK Apartment for Sale in Fort Residency, Behala Kolkata",1000 sqft,Ready to Move,1 out of 4,"₹
85 Lac",,,
"2 BHK Apartment for Sale in Ganapati Apartment, Lake Town Kolkata",720 sqft,Ready to Move,4 out of 5,"₹
20 Lac",,,
3 BHK Apartment for Sale in South Dumdum Kolkata,1661 sqft,Ready to Move,1 out of 4,"₹
90 Lac",,,
2 BHK Apartment for Sale in Patuli Kolkata,N/A,Ready to Move,11 out of 18,"₹
88 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Unimark Riviera, Uttarpara Chinsurah Kolkata",N/A,Ready to Move,3 out of 11,"₹
1 Cr",,Resale,Furnished
4 BHK Penthouse for Sale in New Town Kolkata,2600 sqft,Ready to Move,Ground out of 16,"₹
5 Cr",,,
"4 BHK House for Sale in Raghunathpur, Baguiati Kolkata",2000 sqft,Ready to Move,N/A,"₹
1.70 Cr",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Baguiati Kolkata,540 sqft,Ready to Move,3 out of 5,"₹
21.5 Lac",,,
"3 BHK Apartment for Sale in The 102, Joka Kolkata",N/A,Ready to Move,3 out of 15,"₹
70 Lac",,Resale,Unfurnished
10 BHK House for Sale in Kustia Kolkata,750 sqft,Ready to Move,N/A,"₹
1.35 Cr",8,Resale,Semi-Furnished
2 BHK Apartment for Sale in Ajoy Nagar Santoshpur Kolkata,500 sqft,Ready to Move,Ground out of 1,"₹
25 Lac",1,Resale,Semi-Furnished
"3 BHK Apartment for Sale in New Garia, Garia Kolkata",N/A,Ready to Move,2 out of 3,"₹
55 Lac",,,
"2 BHK Apartment for Sale in Prantik Apartment, Kaikhali Kolkata",580 sqft,Ready to Move,3 out of 3,"₹
28 Lac",,,
2 BHK Apartment for Sale in Ramgarh Garia Kolkata,760 sqft,Ready to Move,Ground out of 4,"₹
55 Lac",,,
2 BHK Apartment for Sale in Hooghly Kolkata,N/A,Ready to Move,11 out of 14,"₹
39 Lac",,,
2 BHK Apartment for Sale in Joka Kolkata,637 sqft,Ready to Move,14 out of 15,"₹
70 Lac",,,
2 BHK Apartment for Sale in Tollygunge Kolkata,625 sqft,Ready to Move,2 out of 5,"₹
28 Lac",,,
3 BHK Builder Floor for Sale in Hussainpur Kolkata,976 sqft,Ready to Move,1 out of 4,"₹
97.9 Lac",2,Resale,Unfurnished
"3 BHK Villa for Sale in Ambuja Ganga Awas Gardenia Phase 2, Roychak Kolkata",N/A,Ready to Move,N/A,"₹
85 Lac",,Resale,
"2 BHK Apartment for Sale in Golpark Cooperative Housing Society, Lake Gardens Kolkata",800 sqft,Ready to Move,3 out of 4,"₹
39 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Hans Pushpak Rezidency, Jessore Road Kolkata",869 sqft,Ready to Move,1 out of 4,"₹
30 Lac",,,
"2 BHK Apartment for Sale in Classic Tower, Park Circus, Ballygunge Kolkata",1200 sqft,Ready to Move,4 out of 10,"₹
1.30 Cr",,,
"2 BHK Apartment for Sale in Siddha Eden Lakeville, Barrackpore Trunk Road Kolkata",N/A,Ready to Move,12 out of 25,"₹
80 Lac",,,
4 BHK House for Sale in South Dumdum Kolkata,1200 sqft,Poss. by Nov '24,1 out of 2,"₹
70 Lac",,,
3 BHK Apartment for Sale in Ranikuthi Kolkata,1040 sqft,Ready to Move,2 out of 3,"₹
66 Lac",,Resale,Semi-Furnished
3 BHK Villa for Sale in Kamala Park Dhakuria Kolkata,1200 sqft,Ready to Move,N/A,"₹
2.25 Cr",,Resale,Semi-Furnished
7 BHK House for Sale in Jyangra Bottala Kolkata,2308 sqft,Ready to Move,Ground out of 3,"₹
75 Lac",,,
4 BHK Apartment for Sale in Tegharia Baguiati Kolkata,1138 sqft,Ready to Move,2 out of 5,"₹
56 Lac",,,
2 BHK Builder Floor for Sale in Gariahat Kolkata,570 sqft,Ready to Move,Ground out of 4,"₹
50 Lac",,,
"2 BHK Apartment for Sale in Silpara, Purba Barisha Kolkata",800 sqft,Ready to Move,2 out of 4,"₹
42 Lac",,,
2 BHK Builder Floor for Sale in Santoshpur Kolkata,700 sqft,Ready to Move,1 out of 3,"₹
35 Lac",,,
"2 BHK Builder Floor for Sale in Girish Park, Vivekananda Road Kolkata",685 sqft,Ready to Move,1 out of 1,"₹
39 Lac",,,
2 BHK Apartment for Sale in Bediapara South Dumdum Kolkata,724 sqft,Ready to Move,Ground out of 5,"₹
31 Lac",,,
2 BHK Apartment for Sale in Nagerbazar Kolkata,620 sqft,Ready to Move,3 out of 4,"₹
35 Lac",,,
3 BHK Apartment for Sale in Kaikhali Kolkata,1140 sqft,Ready to Move,3 out of 4,"₹
60 Lac",,,
3 BHK Apartment for Sale in Kanchrapara Kolkata,N/A,Ready to Move,2 out of 4,"₹
40 Lac",,,
3 BHK Apartment for Sale in Ganganagar Doharia Shailesh Nagar Kolkata,700 sqft,Ready to Move,6 out of 11,"₹
90 Lac",,,
1 BHK Apartment for Sale in Bhowanipore Kolkata,513 sqft,Ready to Move,2 out of 3,"₹
45 Lac",,Resale,Furnished
3 BHK House for Sale in Kestopur Kolkata,768 sqft,Ready to Move,4 out of 4,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Belani Identity, Gariahat Kolkata",642 sqft,Ready to Move,5 out of 8,"₹
99 Lac",,,
3 BHK Builder Floor for Sale in Bansdroni Kolkata,780 sqft,Ready to Move,3 out of 4,"₹
48 Lac",,,
"2 BHK Apartment for Sale in Ekta Floral, Park Circus, Ballygunge Kolkata",1000 sqft,Ready to Move,15 out of 16,"₹
1.20 Cr",,,
2 BHK Apartment for Sale in Santoshpur Kolkata,N/A,Ready to Move,2 out of 3,"₹
30 Lac",,,
2 BHK Builder Floor for Sale in Kalikapur Haltu Kolkata,487 sqft,Ready to Move,3 out of 4,"₹
48 Lac",,,
2 BHK Apartment for Sale in Kasba Kolkata,N/A,Ready to Move,3 out of 4,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Riddhi Siddhi Apartment, Rajarhat Kolkata",N/A,Ready to Move,4 out of 4,"₹
34 Lac",,,
2 BHK Apartment for Sale in Mourigram Kolkata,N/A,Ready to Move,1 out of 5,"₹
27 Lac",,,
"2 BHK Apartment for Sale in Silpara, Purba Barisha Kolkata",680 sqft,Ready to Move,2 out of 3,"₹
28 Lac",,,
4 BHK House for Sale in Beleghata Kolkata,3000 sqft,Ready to Move,1 out of 2,"₹
1.10 Cr",,,
"2 BHK Apartment for Sale in Orchard County, Barrackpore Trunk Road Kolkata",851 sqft,Ready to Move,10 out of 12,"₹
58 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Agarpara Kolkata,658 sqft,Ready to Move,4 out of 4,"₹
30 Lac",,,
3 BHK Builder Floor for Sale in Kestopur Kolkata,1100 sqft,Ready to Move,1 out of 5,"₹
45 Lac",,,
2 BHK Builder Floor for Sale in Bonhooghly Kolkata,990 sqft,Ready to Move,5 out of 5,"₹
45 Lac",,,
2 BHK Apartment for Sale in New Shakuntala Park Kolkata,700 sqft,Ready to Move,2 out of 4,"₹
37.5 Lac",,,
"3 BHK Apartment for Sale in Hiland Willows, Action Area 2B Kolkata",1341 sqft,Ready to Move,5 out of 10,"₹
1.17 Cr",,,
"1 BHK Apartment for Sale in G S Enclave, Dum Dum Kolkata",N/A,Ready to Move,1 out of 6,"₹
20 Lac",,,
"2 BHK Apartment for Sale in 4 Sight 36, Garia Kolkata",718 sqft,Ready to Move,1 out of 3,"₹
41.5 Lac",,,
"1 BHK Apartment for Sale in Spotlight Rainbow, Madhyamgram Kolkata",448 sqft,Ready to Move,Ground out of 4,"₹
20 Lac",,Resale,Furnished
1 BHK Apartment for Sale in Block B Lake Town Kolkata,480 sqft,Ready to Move,2 out of 4,"₹
25 Lac",,,
"3 BHK Apartment for Sale in Greenfield Oasis, Thakurpukur Kolkata",N/A,Ready to Move,2 out of 4,"₹
74 Lac",,Resale,Unfurnished
3 BHK Builder Floor for Sale in Bhowanipore Kolkata,N/A,Ready to Move,3 out of 5,"₹
1.30 Cr",,,
"3 BHK Apartment for Sale in Eden Tolly Cascades, Kabardanga Kolkata",850 sqft,Ready to Move,4 out of 4,"₹
60 Lac",,,
"2 BHK Apartment for Sale in Arabinda Sarani, Dum Dum Kolkata",600 sqft,Ready to Move,4 out of 4,"₹
35 Lac",,Resale,Semi-Furnished
"1 BHK Builder Floor for Sale in Lake Market, Kalighat Kolkata",470 sqft,Ready to Move,1 out of 3,"₹
50 Lac",,,
2 BHK Apartment for Sale in Santoshpur Kolkata,N/A,Ready to Move,2 out of 3,"₹
52.5 Lac",,,
2 BHK Builder Floor for Sale in Sahid Colony Paikpara Kolkata,770 sqft,Ready to Move,1 out of 3,"₹
40 Lac",,Resale,Semi-Furnished
"4 BHK Apartment for Sale in Sureka Sunrise Heights, Beleghata Kolkata",N/A,Ready to Move,16 out of 26,"₹
1.85 Cr",,,
3 BHK Apartment for Sale in Rajdanga Kolkata,950 sqft,Ready to Move,4 out of 4,"₹
86.4 Lac",,,
"3 BHK Apartment for Sale in Shanti Vihar, Alipore Kolkata",N/A,Ready to Move,1 out of 5,"₹
1.25 Cr",,,
2 BHK Apartment for Sale in Survey Park Kolkata,850 sqft,Poss. by Aug '25,1 out of 3,"₹
60 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Trilochan Park, Entally Kolkata",1430 sqft,Ready to Move,5 out of 5,"₹
1.25 Cr",,,
3 BHK Builder Floor for Sale in Hugli Kolkata,N/A,Ready to Move,2 out of 4,"₹
40 Lac",,,
> 10 BHK House for Sale in Jorabagan Kolkata,N/A,Ready to Move,N/A,"₹
5.50 Cr",,Resale,
"3 BHK Apartment for Sale in Rare Earth, Narkeldanga Kolkata",N/A,Ready to Move,33 out of 35,"₹
2.40 Cr",,Resale,Unfurnished
"3 BHK Builder Floor for Sale in Kabya, Rajarhat Kolkata",N/A,Ready to Move,3 out of 4,"₹
60 Lac",,Resale,Unfurnished
2 BHK Builder Floor for Sale in Nangi Kolkata,N/A,Ready to Move,2 out of 4,"₹
26 Lac",2,Resale,Unfurnished
4 BHK Apartment for Sale in Uttarpara Chinsurah Kolkata,1000 sqft,Ready to Move,4 out of 4,"₹
44.1 Lac",,,
2 BHK Apartment for Sale in North Dumdum Kolkata,552 sqft,Ready to Move,1 out of 5,"₹
37.5 Lac",,Resale,Furnished
2 BHK Apartment for Sale in Dhakuria Kolkata,930 sqft,Ready to Move,3 out of 4,"₹
55 Lac",,,
"2 BHK Apartment for Sale in Mayfair Eternity City, Netaji Subhas Road Kolkata",600 sqft,Ready to Move,3 out of 4,"₹
27.5 Lac",,,
9 BHK House for Sale in Swiss Park Kolkata,N/A,Ready to Move,Ground out of 5,"₹
6 Cr",,,
"3 BHK Apartment for Sale in Siddha Happyville, Rajarhat Kolkata",1140 sqft,Ready to Move,11 out of 19,"₹
1.10 Cr",,,
2 BHK Apartment for Sale in Kanchrapara Kolkata,N/A,Ready to Move,3 out of 5,"₹
25 Lac",,,
3 BHK Apartment for Sale in Chetla. Kolkata700027. Kolkata,900 sqft,Ready to Move,5 out of 5,"₹
80 Lac",2,N/A,Semi-Furnished
"2 BHK Apartment for Sale in Emami City, Jessore Road Kolkata",N/A,Ready to Move,1 out of 13,"₹
95 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Srijoni Enclave, Nayabad Kolkata",400 sqft,Ready to Move,Ground out of 4,"₹
17 Lac",,,
2 BHK Apartment for Sale in Madhyamgram Kolkata,807 sqft,Ready to Move,4 out of 4,"₹
20 Lac",,,
5 BHK House for Sale in Patuli Kolkata,2000 sqft,Ready to Move,N/A,"₹
90 Lac",3,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Hiland Greens, Maheshtala Kolkata",580 sqft,Ready to Move,9 out of 14,"₹
19 Lac",,,
4 BHK House for Sale in Aurobindo Kolkata,1800 sqft,Ready to Move,1 out of 2,"₹
90 Lac",,,
"1 BHK Apartment for Sale in Prantik, Khardaha Kolkata",N/A,Ready to Move,4 out of 4,"₹
10.5 Lac",,,
"2 BHK Apartment for Sale in PS ONE10, New Town Kolkata",535 sqft,Ready to Move,12 out of 19,"₹
1.20 Cr",,,
5 BHK House for Sale in Ballygunge Kolkata,1870 sqft,Ready to Move,1 out of 2,"₹
2 Cr",,Resale,Unfurnished
3 BHK Builder Floor for Sale in Dhakuria Kolkata,1020 sqft,Ready to Move,3 out of 4,"₹
60 Lac",,,
2 BHK Apartment for Sale in Kalindi Housing Estate Kolkata,750 sqft,Ready to Move,4 out of 5,"₹
48 Lac",2,Resale,Furnished
"3 BHK Apartment for Sale in Madurdaha, Hussainpur Kolkata",1000 sqft,Ready to Move,3 out of 3,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Vedic Smart Homes, Rajarhat Kolkata",850 sqft,Ready to Move,3 out of 5,"₹
45 Lac",,,
2 BHK Apartment for Sale in Uttarpara Chinsurah Kolkata,865 sqft,Ready to Move,4 out of 4,"₹
45 Lac",,,
2 BHK Apartment for Sale in Prince Anwar Shah Road Kolkata,850 sqft,Ready to Move,Ground out of 4,"₹
51 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Attcon Adarsho, Bansdroni Kolkata",725 sqft,Ready to Move,1 out of 3,"₹
54.4 Lac",,,
